text,sentiment
Kerusakan!Memalukan bagi pelanggan saya ??!Kerusakan damge .. yang mengganggu yang indah!Godbless Sa!Hemweeee eeeeee,negative
"Barang tiba dengan selamat dan tepat waktu ditentukan.Memotong dan menjahit kualitas kain bagus tetapi tidak rapi, ada beberapa bagian jahitan dan ujung lebar jahitan yang tidak rata dari kain.** Ada lubang / sobek di kerah mengikuti kain pecah dan ada kotoran di lengan dua garis.",negative
"Tidak ada noda bajunya, jd kecil kotor",negative
"Barang telah diterima dengan baik, menurut deskripsinya, mantappppp ......... ????????????????????????????",positive
Hahahahahahahahahshhahahahsheuwyshwsjssjshdhdhdhdhdhdhdhdhdhdhdhdhd hdhdhdhdhdhdhhshsisjsjsdjsdjsdjdjrdjdjdjdjdjdjdjdjdjdjdjdjdjdjs fi solid,positive
"Terima kasih Bonus Mongoose dengan Cofeenya, untuk pakaian tampilan cukup bagus, tetapi sedikit kurang rapi di bagian dalam itu akan menjadi KLO Plus Croton yang bagus di bagian dalam.",positive
Oke Lah Little Leak TP GPP,negative
"Penjual tanggapan bagus, tapi saya cuanki tahu bahwa dateng cuanki tidak tahu :( tapi ok deh",positive
Batttt Pengiriman Panjang,neutral
Nilai Baik untuk Uang Nilai Baik untuk Uang Nilai Baik untuk Uang Nilai Baik untuk Uang Nilai Baik untuk Uang Nilai Baik untuk Uang Nilai Baik untuk Uang,positive
Sajikan dengan hrga stu cukup bagus ??,neutral
unboxing barang setelah seminggu karena dr luar kota kecewa bgt sy beli 2 barang ditoko ini satu tripod ini satu lagi cover plastik anti air pas diunboxing ternyata yg dikirim cuma tripod aja cover plastiknya tidak ada emang harga murah gak sebrapa tapi kualitas toko harusnya diutamakan gak tau gak teliti atau sengaja gak dikirim yg pasti costumer udah dirugikan waspada yg belanja online power negativege gak ngejamin trust seller,negative
Warna tidak benar untuk gambar tapi keseluruhan oke kualitas,positive
panjang celana,neutral
"Ka itu bagus, tapi sayangnya kaus kaki tidak menggunakan paket ...",negative
Waktu pengiriman seperti yang diharapkan,neutral
Alergi parah,negative
"Berisiko membeli cokelat online, cair ??",negative
"Pesanannya naik dengan cepat tetapi untuk sejumlah sepatu dalam ukuran 40 sangat kecil seperti 38 yang digunakan sehingga klaustrofobik dan nyeri di kaki, apa itu nomor asli Bener hanya stiker KRN Nomor kursus tidak dicetak pada sepatu dapat g kepake saya sayangku, terima kasih",positive
Standar Kualitas Produk.Harga produk standar.Pengiriman Standar Gratis.,positive
Produk telah berhasil produk ini tidak rusak cukup cepat produk pengiriman telah berhasil produk tidak rusak produk pengiriman cepat sedang berhasil produk tidak rusak cukup cepat pengiriman cepat,positive
"Barang untuk dipesan, produk aslinya.Proses pengiriman yang terlalu panjang 5 jam D hanya memberi tahu, sebenarnya hanya masalah saya berkali -kali saya meminta obrolan saya BCA dan G G D D BLS.Hanya saran hanya jika MMG membutuhkan waktu lama untuk pengiriman prosa akan jauh lebih baik jika D berkomunikasi dengan baik.",positive
respon cepat barang original terbaik recomended packing baik sukses selalu ya,positive
Mantull pengiriman yang jauh lebih cepat,neutral
Kualitas produk yang bagus.,positive
Produk berkualitas tetapi ada beberapa cermin,neutral
kecilnya belokan,neutral
Housekeeping yang bagus ??,positive
"Bagus dengan harga itu, menurut harga yang digunakan untuk remaja yang mungkin, karena sy keekilan ??",positive
"Prawn Crumble, SP yang dikemas samar, kantong plastik tertutup, tidak ada kotak yang begitu rusak semua SP",negative
Tombol Volume Ga Flame,neutral
biarkan gambar bercerita pesan 20 bh yg rusak 10 bh jgn percaya balasan pembelaan apapun dari seller tidak amanah alasan rusak expedisi padahal bisa dilihat sebagian letak cacat 100  bukan dari expedisi dan sebagian yg lain kalaupun dari expedisi ceroboh itu karena packingan tanpa kardus per satuannya dan bubble juga tipis sekali lewat seadanya tanpa tempelan fragile padahal sudah pesan bubble dan kardus tambahan seller berusaha dilimpahkan biar diganti asuransi untung sudah diviseo unboxing dan ditolak jg dr expedisi saya tidak pernah cerita panjang lebar di ulasan tapi berhubung demi kenyamanan buyer lain utk jadi pertimbangan bacalah ini waspadalah waspadalah tidak ada itikad baik berusaha lepas tangan bahaya bisa rusak tokopedia kalau banyak seller begini sudah dikasih note sewaktu proses dan sudah juga dichat dulu sebelum kirim utk hati hati karena mau utk dijual lagi sudah ajukan resolusi pengambalian dana ke tokopedia tp dialihkan ke asuransi utk akhirnya tetap tokopeda refund dana trims admin,negative
"Namun tanyakan pada emas warna biru, jadi kirimkan persamaannya adalah kayak memiliki sepupu .. pemilik sedih juga bukan informasi ksih kirim ajha dlu maen ..",negative
kecilnya belokan,neutral
"Barang yang dikirim sangat terlambat!Seperti di Super Late, Shopee yang sudah selesai menjamin tidak ada apa -apa.Saya belum selesai membantu penjual melacak paket.Tidak akan memesan lagi",positive
"Menurut gambar, itu menyakitkan saat dipakai ??Rada mungkin berbeda karena kondisi hidungnya.Cepet benar -benar meningkatkan pengiriman layanannya",positive
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
"Ya, 70% LaH yang besar ... TP hati dengan penjual sistem",positive
Harga standar produk standar produk Standar kualitas Penjual Respons,neutral
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
"Kualitasnya lumayan, sayangnya itu tipis, dan jika memungkinkan sebelum cat harus dipertimbangkan terlebih dahulu untuk siapa yang ingin membeli.Karena bahannya tipis sehingga saya bisa menutupi cat sebelumnya.",negative
Kurit kuing iring tidak pasti beberapa hari pasta menggantung,negative
Ambil waktu pengiriman produk pengiriman yang lama dihabiskan dengan baik.Waktu pengiriman produk dihabiskan dengan baik.Waktu pengiriman produk dihabiskan dengan baik.Produk yang bagus adalah produk yang bagus untuk pengiriman.,positive
"Bener Cuman bahwa warna ini, tetapi juga menurut gambar Ga, lebih pendek dari Gambar ??",neutral
tidak ada instruksi ... ??????,negative
"Tidak ada noda bajunya, jd kecil kotor",negative
Unfortunately jaitanya less rapiiihhhh .....................,negative
Ingin membeli yang terbesar tetapi tidak ada stok ... menggunakan selenite ini tanpa LED karena terlalu kecil ...,negative
Penjual yang sangat akomodatif berkualitas baik,positive
"Ka itu bagus, tapi sayangnya kaus kaki tidak menggunakan paket ...",negative
Kualitas produk yang bagus,positive
packing seadanya bubble hanya selapis saja ditambah lapisan plastik hasilnya barang diterima dalam keadaan patah,negative
"Jahitan kurang terorganisir, buat setiap hari oke lah",positive
okè..produk kualitas bagus dengan harga yang wajar .. pengiriman cukup cepat ... warnanya seperti yang diharapkan ... yeehh,positive
Kualitas produk yang bagus,positive
"Terima kasih, Divan menerima.Waktu pengiriman lambat",positive
"Murce bgus, bgusbgusbgusbgusbgus tetapi sayangnya beberapa cacat,",negative
Ga understand flashlight wkwkwk sm .. It doang dikasi bubble seuprit .. Price bublenya 5rb,neutral
"Oke kemeja warna berkualitas terlihat tua, sedikit kerontokan rambut",neutral
Tidak buruk untuknya meskipun kurang berpigmen..utk eyeshadow makeup naturl ok lah ... harga super rendah koq,positive
"Tidak menunjukkan bahwa tidak ada pegangan karet tongkat yang menjualnya, tetapi sudah memposting membingungkan .. .. uang sia -sia.Bernilai 50 peso hanya bercanda .. tongkat pengangkatan dis seksual karena saya berkualitas baik .. ringan namun maxado .. tsk .. kualitas buruk ...",negative
"Bahanx keren, untuk bruklat ekspektasi yang berbeda sy..tp oval oval, ttp meningkatkan kualitas layanan n barangx y ...",positive
ok PO .. stetoskop pero saya mendengar detak jantung ...,negative
Tidak ada harga qualitas c.Sayang tali karet samar,positive
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
Barang sudah diterima .. cantik tapi tidak untuk ukuran dewasa .. hanya untuk kanak2 .. pakai x pemuatan .. kecewa .. ??,negative
Pesanan sudah naik .. tapi ukurannya bukan anak laki -laki yang sama ??.. abu -abu yang lebih kecil .. sebagai ukuran bayi ??,neutral
Barang tidak dikirim.Sudah dibayar.,neutral
barang berfungsi baik pemilik toko sangat responsif dan membantu saat ada sedikit kendala sukses tokonya ya gan,positive
"Awalnya senang karena biaya berani dengan cukup cepat.Namun sayangnya, setelah 2 minggu digunakan, tiba -tiba rusak.Saya bertanya -tanya HP Sempet Saya rusak karena GABISA yang bertanggung jawab.Itu berubah menjadi port charger yang salah.Gatau tidak melakukan garansi atau engga.",negative
barangnya sudah sampai cepet banget recommended lah tengkyuuu,positive
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
"Kualitas, nilai untuk uang tetapi pemahaman yang lambat yang datang dari luar negeri, secara keseluruhan tidak apa -apa, saya akan mengendarai bintang 4 ....",positive
"Nyari Astor ke Alpha AMA Indomart Engga Deket di sekitar rumah di sana, Krna sudah tidak lagi lebar.BYK ECOMMERCE Lihat harga aslinya mahal.TP Ranch House di pasaran untuk membeli Astor dengan harga setengah juga masih merupakan long pawai yang kedaluwarsa front taon.Ya meskipun sering dikonversi Ancur, untungnya tidak masalah",positive
Cntik his clothes ... bgus lg,neutral
adminnya ganti2 terus jd harus menjelaskan berulang2 gimmick dikirim lama dari wkt pembelian,negative
"Namun tanyakan pada emas warna biru, jadi kirimkan persamaannya adalah kayak memiliki sepupu .. pemilik sedih juga bukan informasi ksih kirim ajha dlu maen ..",negative
"Ka itu bagus, tapi sayangnya kaus kaki tidak menggunakan paket ...",negative
"Ok item jika Anda tidak artistik.Jika Anda halus, tidak terlihat dengan kualitas rendah.",positive
Saya pikir buku kaya SDH.Kertas CMN Mengubah AJ,positive
Agak kecewa biru di dalam pengiriman emas tetapi sudah mengatakan jika ga chat peenjual response tp tp tp tp cantik barang yang cantik terima kasih,positive
Kualitas produk yang bagus.,positive
Ada 2 leher tinggi ganda,neutral
"Bukan kualitas yang baik.Baru saja menerima item hari ini tetapi ketika mencoba zip, zip mudah rusak.",negative
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
dengan perintah yang sudah mendarat dengan aman dan cepat mantaaaaap daaaah,positive
"Tidak ada noda bajunya, jd kecil kotor",negative
Prosesnya lambat,neutral
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
respone sellernya sangat cepattapiga bisa dipasang di hp saya dideskripsi 7 inch bisa eh ternyata pas dateng di pasang di hp samsung a70 ga muat dan pas baca dalemnya maks ktnya 62 inch sama buat maen cod rada ngadat pas maen ml lancar jaya padahal pengen maen cod nya,negative
kecilnya belokan,neutral
Item dikemas dengan benar ... hanya akan tahu apakah item berfungsi saat diinstal.Akan diperbarui di masa mendatang,neutral
"Selang yang sangat pendek, berisik motorik",negative
"Ka itu bagus, tapi sayangnya kaus kaki tidak menggunakan paket ...",negative
Itu bagus dikirimkan terlambat tunggu ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,positive
Ada 2 leher tinggi ganda,neutral
produk berfungsi dengan baik seller sangat komunikatif dan informatif dari proses pemilihan paket yang sesuai kebutuhan sampai dengan cara penggunaannya dipandu pengiriman sangat cepat padahal menggunakan yang bebas ongkir dari jakarta ke surabaya alatnya kecil dan praktis tapi sangat fungsional nggak hanya untuk nonton film tapi juga live channel dalam dan luar negeri waktu pertama tanya2 hanya nyari buat netflix nba tv dan amazon prime dapatnya lebih tapi jangan lupa ya kerja alat ini benar2 tergantung koneksi internet kita dia makin oke semuanya kalau internet kita top juga,positive
Slobbery melekat sedikit mengecewakan,negative
Kak maaf saya ksh 3 krna drTerima kasih Kasih ????,positive
Serangga logo logo dilepas jika tidak dapat dilepas.,neutral
"Nerawang pakaiannya, dan ekstensi.",neutral
"Seperti dalam hal yang sangat bagus dan bernilai saat Powerbank.Namun, jika, kabel yang dekat itu.Buti Nalang Yung Charger Cord dengan saya",positive
Standar Kualitas Produk,neutral
Gak same suma courier JNE TOLEDOR BANGETTTTTT HIS SHOP IN PERSON WITHOUT titipin SEPENGETAHUANNNNNNNNNNN,neutral
Tutupnya agak sulit untuk dibuka,negative
"Topeng karet Dina untuk berbuat baik.Dia sangat cepat mendapatkan pagi ini, terima kasih banyak dimaksudkan untuk mensubsidi yang lain.",positive
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
Ada 2 leher tinggi ganda,neutral
moga gak makin langka dan mahal,neutral
klo nyenengin orang tua ada aja nnti rejekinya semoga awet dah yaa,neutral
tidak berfungsi tapi yaa sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa,negative
"Tidak ada noda bajunya, jd kecil kotor",negative
O Bunga yang indah ??,positive
Bahaya bagua dan tidak membuat terima kasih panas,negative
Jamnya bagus TP GK Magnet Kualitas memuaskan CPT BGT Rusak Casan Casan dan Magnet Bru Day D H GK yang dapat macet dengan sempurna LGI,positive
"Kurir J&T sangat mengecewakan, barang -barang itu tiba di konter tetapi tidak dibawa ke alamat tujuan tetapi harus mengambil milik mereka sendiri !!!",negative
"Hal -hal tipisnya bisbol sesuway di fotonya,",neutral
Oke Lah Little Leak TP GPP,negative
"Ka itu bagus, tapi sayangnya kaus kaki tidak menggunakan paket ...",negative
"Terima kasih ............. ............., .............",positive
Boýyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,positive
Bahan keren halusus pengiriman cepat harga murah,positive
Sedikit kecewa dengan ini.Pada gambar mengatakan 2x 3000ml tetapi saya menerima 2x 2000ml.Dan saya memang menghubungi cuaca penjual saya dapat memiliki 2 berbeda untuk nb n sweetcare.bt tidak ada tanggapan.Jika saya tahu seperti ini.Ada penjual yang lebih murah dari ini,negative
"Kecepatan pengiriman bagus, mengubah fondasi serum tubuh bentuk lebar.",positive
"Oke kemeja warna berkualitas terlihat tua, sedikit kerontokan rambut",neutral
Keras.Tapi masa pakai baterai sangat bagus.,positive
"Secara keseluruhan produk ini terlihat bagus, ketangguhan tape 2 mm adalah moderat ... pengiriman lebih cepat dari lot yang terdaftar.",positive
semoga menunjang pekerjaan,neutral
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
"Rockwool nyampe .. boss bos terima kasih, penjual dapat memesan kembali ke sini untuk tujuan lain miliknya",positive
Kain sedikit tipis,neutral
Bgt nya..cepet nice gray color again sampenya ..,positive
Harga Produk Standar Kualitas Produk Standar,neutral
Kemeja ini tidak dikirim.Uang hanya dikembalikan,neutral
Oke Lah Little Leak TP GPP,negative
Makanan tapi habiskan kemasan utama,neutral
"Ok saya akan menyelipkan case item Dlwang.Bagaimanapun ,, terima kasih ..",positive
"Itu bagus ,, ga ga buruk, mika menyentuh bibir ,, ??",negative
Pict yang berbeda,neutral
Proses pengepakan lama tapi barang oke ??,positive
Kualitas Produk Harga bagus Kecepatan pengiriman produk bagus Respons penjual yang baik,positive
Bukan sesuai gambar tapi masih bisa diterima..ter terima,neutral
"Beli di Lot Shopee tetapi tidak pernah kehilangan baris seperti ini, Peel Finish melihat kekurangannya, untuk membaca komentar bahwa banyak orang ditugaskan pengiriman baru yang hilang / salah.Pembeli pertama kali tidak tahu toko beralih ke parasol klip film jadi di mana Hope Shopee mempertimbangkan kembali toko ini.SP lainnya sangat ok tetapi kurang k menerima nHandc",positive
Ada 2 leher tinggi ganda,neutral
jahitan yang tidak rapi,neutral
hampir mantab batre ny parah,negative
pict..mksih real goods bnyak yes .... ??,positive
"Gaunnya obat Bagus..cma Ukuran dewasa terlalu kecil, celananya menggantung pdhal cma tinggi hitam 156..yng bahan yang lebih tipis dr yng abu..tp gpp adalah mngkin menurut hrga ya..tetep seperti bekas luka ..",positive
kecilnya belokan,neutral
